REF,status,PaperYear,Title,PaperAuthor,Journal,Animal,Family,Species,ClimaticZone,Climatic ,Habitat,LifeStage,WildType,Development,CO2Treatment,TempTreatment,Stressor ,CO2ppmC,CO2ppmCS.E.,CO2ppmC S.D.,pH scale,pH C,pH C S.E.,pH C S.D.,CO2ppmI,CO2ppmI S.E.,CO2ppmI S.D.,Ph I,Ph I S.E.,Ph I S.D.,TempC,TempC S.E.,TempC S.D.,TempI,TempI S.E.,TempI S.D.,DiffpCO2,DiffT,Other Factor,Metric,TransformedMetric,Metric Type,Unit,Category,Level,ControlMean,ControlMeanTransformed,ControlSE,ControlN,TreatmentMean,TreatmentMeanTransformed ,TreatmentSE,TreatmentN,AcclimationDays,NbTank,ei,vei,Note,,,,,
89,in,2018,,"Garcia E, Hernandez JC, Clemente S",Marine Environmental research,Echinodermata,Parechinidae,Paracentrotus lividus,Subtropical,Subtropical,pelagic,EMBRYO,YES,LARVAL,YES,YES,TpH,899,NA,NA,NA,8.09,NA,0.03,2379,NA,NA,7.39,NA,0.03,19.2,NA,0.2,25.1,NA,0.3,1480,5.9,NA,Fertilization,Fertilization,positive,%,Reproduction,Population level,100.00,100.000000,0.001100,3,95.96,95.9595960,0.00,3,0,12,-0.041,0.0001,if fertilization in AP is 100% there is no error in this paper; if treatment se in AT is 0 then the error is to small to measure from the graph,,,,,
89,in,2018,,"Garcia E, Hernandez JC, Clemente S",Marine Environmental research,Echinodermata,Parechinidae,Paracentrotus lividus,Subtropical,Subtropical,pelagic,EMBRYO,YES,LARVAL,YES,YES,TpH,899,NA,NA,NA,8.09,NA,0.03,2801,NA,NA,7.42,NA,0.02,19.2,NA,0.2,21.2,NA,0.2,1902,2.1,NA,Fertilization,Fertilization,positive,%,Reproduction,Population level,100.00,100.000000,0.000000,3,96.46,96.4646465,0.29,3,0,12,-0.036,0.0001,if fertilization in AP is 100% there is no error in this paper; if treatment se in AT is 0 then the error is to small to measure from the graph,,,,,
89,in,2018,,"Garcia E, Hernandez JC, Clemente S",Marine Environmental research,Echinodermata,Parechinidae,Paracentrotus lividus,Subtropical,Subtropical,pelagic,EMBRYO,YES,LARVAL,NO,YES,T,899,NA,NA,NA,8.09,NA,0.03,1034,NA,NA,8.05,NA,0.03,19.2,NA,0.2,23.0,NA,0.1,135,3.8,NA,Fertilization,Fertilization,positive,%,Reproduction,Population level,100.00,100.000000,0.000000,3,96.46,96.4646465,1.17,3,0,12,-0.036,0.0001,if fertilization in AP is 100% there is no error in this paper; if treatment se in AT is 0 then the error is to small to measure from the graph,,,,,
89,in,2018,,"Garcia E, Hernandez JC, Clemente S",Marine Environmental research,Echinodermata,Parechinidae,Paracentrotus lividus,Subtropical,Subtropical,pelagic,EMBRYO,YES,LARVAL,NO,YES,T,899,NA,NA,NA,8.09,NA,0.03,910,NA,NA,8.06,NA,0.05,19.2,NA,0.2,25.2,NA,0.0,11,6.0,NA,Fertilization,Fertilization,positive,%,Reproduction,Population level,100.00,100.000000,0.000000,3,96.46,96.4646465,1.46,3,0,12,-0.036,0.0002,if fertilization in AP is 100% there is no error in this paper; if treatment se in AT is 0 then the error is to small to measure from the graph,,,,,
89,in,2018,,"Garcia E, Hernandez JC, Clemente S",Marine Environmental research,Echinodermata,Parechinidae,Paracentrotus lividus,Subtropical,Subtropical,pelagic,EMBRYO,YES,LARVAL,YES,YES,TpH,899,NA,NA,NA,8.09,NA,0.03,1367,NA,NA,7.66,NA,0.05,19.2,NA,0.2,25.2,NA,0.1,468,6.1,NA,Fertilization,Fertilization,positive,%,Reproduction,Population level,100.00,100.000000,0.001100,3,96.97,96.9696970,0.00,3,0,12,-0.031,0.0001,if fertilization in AP is 100% there is no error in this paper; if treatment se in AT is 0 then the error is to small to measure from the graph,,,,,
89,in,2018,,"Garcia E, Hernandez JC, Clemente S",Marine Environmental research,Echinodermata,Toxopneustidae,Sphaerechinus granularis,Subtropical,Subtropical,pelagic,EMBRYO,YES,LARVAL,YES,YES,TpH,489,NA,NA,NA,8.06,NA,0.04,1433,NA,NA,7.65,NA,0.02,19.3,NA,0.1,21.2,NA,0.2,944,2.0,NA,Fertilization,Fertilization,positive,%,Reproduction,Population level,98.48,98.477157,4.10,3,95.94,95.9390863,4.40,3,0,12,-0.026,0.0038,,,,,,
89,in,2018,,"Garcia E, Hernandez JC, Clemente S",Marine Environmental research,Echinodermata,Parechinidae,Paracentrotus lividus,Subtropical,Subtropical,pelagic,EMBRYO,YES,LARVAL,NO,YES,T,899,NA,NA,NA,8.09,NA,0.03,963,NA,NA,8.06,NA,0.01,19.2,NA,0.2,21.2,NA,0.1,64,2.1,NA,Fertilization,Fertilization,positive,%,Reproduction,Population level,100.00,100.000000,0.000000,3,97.47,97.4747475,0.58,3,0,12,-0.026,0.0001,if fertilization in AP is 100% there is no error in this paper; if treatment se in AT is 0 then the error is to small to measure from the graph,,,,,
89,in,2018,,"Garcia E, Hernandez JC, Clemente S",Marine Environmental research,Echinodermata,Parechinidae,Paracentrotus lividus,Subtropical,Subtropical,pelagic,EMBRYO,YES,LARVAL,YES,YES,TpH,899,NA,NA,NA,8.09,NA,0.03,1293,NA,NA,7.67,NA,0.07,19.2,NA,0.2,21.3,NA,0.0,394,2.1,NA,Fertilization,Fertilization,positive,%,Reproduction,Population level,100.00,100.000000,0.000000,3,97.98,97.9797980,0.58,3,0,12,-0.020,0.0001,if fertilization in AP is 100% there is no error in this paper; if treatment se in AT is 0 then the error is to small to measure from the graph,,,,,
89,in,2018,,"Garcia E, Hernandez JC, Clemente S",Marine Environmental research,Echinodermata,Parechinidae,Paracentrotus lividus,Subtropical,Subtropical,pelagic,EMBRYO,YES,LARVAL,YES,NO,pH,899,NA,NA,NA,8.09,NA,0.03,1591,NA,NA,7.70,NA,0.05,19.2,NA,0.2,19.3,NA,0.2,692,0.1,NA,Fertilization,Fertilization,positive,%,Reproduction,Population level,100.00,100.000000,0.001100,3,98.48,98.4848485,0.00,3,0,12,-0.015,0.0001,if fertilization in AP is 100% there is no error in this paper; if treatment se in AT is 0 then the error is to small to measure from the graph,,,,,
89,in,2018,,"Garcia E, Hernandez JC, Clemente S",Marine Environmental research,Echinodermata,Toxopneustidae,Sphaerechinus granularis,Subtropical,Subtropical,pelagic,EMBRYO,YES,LARVAL,YES,NO,pH,489,NA,NA,NA,8.06,NA,0.04,1343,NA,NA,7.66,NA,0.06,19.3,NA,0.1,19.3,NA,0.1,854,0.0,NA,Fertilization,Fertilization,positive,%,Reproduction,Population level,98.48,98.477157,4.10,3,97.46,97.4619289,3.52,3,0,12,-0.010,0.0030,,,,,,
89,in,2018,,"Garcia E, Hernandez JC, Clemente S",Marine Environmental research,Echinodermata,Toxopneustidae,Sphaerechinus granularis,Subtropical,Subtropical,pelagic,EMBRYO,YES,LARVAL,YES,NO,pH,489,NA,NA,NA,8.06,NA,0.04,2755,NA,NA,7.36,NA,0.05,19.3,NA,0.1,19.3,NA,0.1,2266,0.1,NA,Fertilization,Fertilization,positive,%,Reproduction,Population level,98.48,98.477157,4.10,3,97.46,97.4619289,4.69,3,0,12,-0.010,0.0041,,,,,,
89,in,2018,,"Garcia E, Hernandez JC, Clemente S",Marine Environmental research,Echinodermata,Toxopneustidae,Sphaerechinus granularis,Subtropical,Subtropical,pelagic,EMBRYO,YES,LARVAL,NO,YES,T,489,NA,NA,NA,8.06,NA,0.04,467,NA,NA,8.09,NA,0.01,19.3,NA,0.1,21.1,NA,0.2,-22,1.9,NA,Fertilization,Fertilization,positive,%,Reproduction,Population level,98.48,98.477157,4.10,3,97.46,97.4619289,4.40,3,0,12,-0.010,0.0038,,,,,,
89,in,2018,,"Garcia E, Hernandez JC, Clemente S",Marine Environmental research,Echinodermata,Diadematidae,Diadema africanum,Subtropical,Subtropical,pelagic,EMBRYO,YES,LARVAL,NO,YES,T,574,NA,NA,NA,8.06,NA,0.03,580,NA,NA,8.07,NA,0.05,23.0,NA,0.2,25.1,NA,0.1,6,2.1,NA,Fertilization,Fertilization,positive,%,Reproduction,Population level,15.97,15.9722222,0.72,3,19.31,19.3055556,0.72,3,0,12,0.190,0.0034,,,,,,
91,in,2018,,"Glandon HL, Kilbourne KH, Schijf J, Miller TJ",Journal of Experimental Marine Biology and Ecology,Arthropoda,Portunidae,Callinectes sapidus,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,JUVENILE,YES,LARVAL,NO,YES,T,855,NA,23,total,7.69,NA,0.11,843,NA,23,7.69,NA,0.11,26.0,NA,1.0,31.7,NA,0.9,-12,5.7,NA,Ca,Calcium content,ambiguous,mg g-1,Calcification,Individual level,259.00,259.000000,3.00,16,251.00,251.0000000,2.00,16,33,20,-0.031,0.0002,,,,,,
91,in,2018,,"Glandon HL, Kilbourne KH, Schijf J, Miller TJ",Journal of Experimental Marine Biology and Ecology,Arthropoda,Portunidae,Callinectes sapidus,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,JUVENILE,YES,LARVAL,NO,YES,T,855,NA,23,total,7.69,NA,0.11,843,NA,23,7.69,NA,0.11,26.0,NA,1.0,31.7,NA,0.9,-12,5.7,NA,carapace weight HMC,Skeletal weigth,ambiguous,%,Growth,Individual level,68.40,68.400000,0.70,16,66.80,66.8000000,0.40,16,33,20,-0.024,0.0001,,,,,,
91,in,2018,,"Glandon HL, Kilbourne KH, Schijf J, Miller TJ",Journal of Experimental Marine Biology and Ecology,Arthropoda,Portunidae,Callinectes sapidus,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,JUVENILE,YES,LARVAL,YES,YES,TpH,855,NA,23,total,7.69,NA,0.11,8173,NA,98,6.72,NA,0.05,26.0,NA,1.0,31.6,NA,0.9,7317,5.6,NA,Ca,Calcium content,ambiguous,mg g-1,Calcification,Individual level,259.00,259.000000,3.00,16,255.00,255.0000000,3.00,16,33,20,-0.016,0.0003,,,,,,
91,in,2018,,"Glandon HL, Kilbourne KH, Schijf J, Miller TJ",Journal of Experimental Marine Biology and Ecology,Arthropoda,Portunidae,Callinectes sapidus,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,JUVENILE,YES,LARVAL,YES,YES,TpH,855,NA,23,total,7.69,NA,0.11,8173,NA,98,6.72,NA,0.05,26.0,NA,1.0,31.6,NA,0.9,7317,5.6,NA,carapace weight HMC,Skeletal weigth,ambiguous,%,Growth,Individual level,68.40,68.400000,0.70,16,68.30,68.3000000,0.70,16,33,20,-0.001,0.0002,,,,,,
91,in,2018,,"Glandon HL, Kilbourne KH, Schijf J, Miller TJ",Journal of Experimental Marine Biology and Ecology,Arthropoda,Portunidae,Callinectes sapidus,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,JUVENILE,YES,LARVAL,YES,NO,pH,855,NA,23,total,7.69,NA,0.11,8749,NA,173,6.70,NA,0.01,26.0,NA,1.0,26.0,NA,1.0,7894,0.0,NA,Ca,Calcium content,ambiguous,mg g-1,Calcification,Individual level,259.00,259.000000,3.00,16,263.00,263.0000000,1.00,16,33,20,0.015,0.0001,,,,,,
91,in,2018,,"Glandon HL, Kilbourne KH, Schijf J, Miller TJ",Journal of Experimental Marine Biology and Ecology,Arthropoda,Portunidae,Callinectes sapidus,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,JUVENILE,YES,LARVAL,YES,NO,pH,855,NA,23,total,7.69,NA,0.11,8749,NA,173,6.70,NA,0.01,26.0,NA,1.0,26.0,NA,1.0,7894,0.0,NA,carapace weight HMC,Skeletal weigth,ambiguous,%,Growth,Individual level,68.40,68.400000,0.70,16,69.60,69.6000000,0.30,16,33,20,0.017,0.0001,,,,,,
93,in,2018,,"Gravinese PM, Enochs IC, Manzello DP, van Woesik R","Estuarine, Coastal and Shelf Science",Arthropoda,Menippidae,Menippe mercenaria,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,YES,LARVAL,YES,YES,TpH,484,NA,29,NA,NA,NA,NA,1199,NA,156,NA,NA,NA,30.1,NA,0.3,32.0,NA,0.2,715,1.9,NA,Molt stage duration Z5,Molt stage duration Z5,ambiguous,days,Development,Individual level,5.71,5.711240,0.14,8,5.16,5.1550388,0.16,8,28,8,-0.102,0.0016,,,,,,
93,in,2018,,"Gravinese PM, Enochs IC, Manzello DP, van Woesik R","Estuarine, Coastal and Shelf Science",Arthropoda,Menippidae,Menippe mercenaria,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,YES,LARVAL,NO,YES,T,484,NA,29,NA,NA,NA,NA,524,NA,26,NA,NA,NA,30.1,NA,0.3,32.0,NA,0.2,40,1.9,NA,Molt stage duration Z5,Molt stage duration Z5,ambiguous,days,Development,Individual level,5.71,5.711240,0.14,8,5.25,5.2500000,0.15,8,28,8,-0.084,0.0014,,,,,,
93,in,2018,,"Gravinese PM, Enochs IC, Manzello DP, van Woesik R","Estuarine, Coastal and Shelf Science",Arthropoda,Menippidae,Menippe mercenaria,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,YES,LARVAL,YES,NO,pH,484,NA,29,NA,NA,NA,NA,1149,NA,104,NA,NA,NA,30.1,NA,0.3,30.0,NA,0.3,665,-0.1,NA,Molt stage duration Z5,Molt stage duration Z5,ambiguous,days,Development,Individual level,5.71,5.711240,0.14,8,6.50,6.4980620,0.12,8,28,8,0.129,0.0009,,,,,,
96,in,2019,,"Kong H, Clements JC, Dupont S, Wang T, Huang X, Shang Y, Huang W, Chen J, Hu M, Wang Y",Marine Pollution Bulletin,Mollusca,Mytilidae,Mytilus edulis,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,YES,TpH,352,NA,15,NBS,8.10,NA,0.03,1136,NA,17,7.70,NA,0.02,22.9,NA,0.2,28.0,NA,0.2,784,5.1,No predator,force of total byssal threads,force of total byssal threads,positive,N,Biomechanics,Individual level,4.23,4.227504,0.12,30,2.44,2.4448217,0.07,30,7,3,-0.548,0.0015,,,,,,
96,in,2019,,"Kong H, Clements JC, Dupont S, Wang T, Huang X, Shang Y, Huang W, Chen J, Hu M, Wang Y",Marine Pollution Bulletin,Mollusca,Mytilidae,Mytilus edulis,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,YES,TpH,352,NA,15,NBS,8.10,NA,0.03,1136,NA,17,7.70,NA,0.02,22.9,NA,0.2,28.0,NA,0.2,784,5.1,No predator,Weight of byssal threads,Weight of byssal threads,ambiguous,mg,Growth,Individual level,1.47,1.473684,0.03,30,1.02,1.0175439,0.03,30,7,3,-0.370,0.0013,,,,,,
96,in,2019,,"Kong H, Clements JC, Dupont S, Wang T, Huang X, Shang Y, Huang W, Chen J, Hu M, Wang Y",Marine Pollution Bulletin,Mollusca,Mytilidae,Mytilus coruscus,Subtropical,Subtropical,benthic,JUVENILE/ADULT,YES,LARVAL,YES,YES,TpH,345,NA,16,NBS,8.10,NA,0.03,1125,NA,24,7.71,NA,0.03,23.0,NA,0.2,28.1,NA,0.2,780,5.1,No predator,force of total byssal threads,force of total byssal threads,positive,N,Biomechanics,Individual level,4.43,4.431239,0.11,30,3.17,3.1748727,0.10,30,7,3,-0.333,0.0015,,,,,,
96,in,2019,,"Kong H, Clements JC, Dupont S, Wang T, Huang X, Shang Y, Huang W, Chen J, Hu M, Wang Y",Marine Pollution Bulletin,Mollusca,Mytilidae,Mytilus coruscus,Subtropical,Subtropical,benthic,JUVENILE/ADULT,YES,LARVAL,YES,NO,pH,345,NA,16,NBS,8.10,NA,0.03,1108,NA,19,7.72,NA,0.01,23.0,NA,0.2,23.0,NA,0.3,763,0.0,No predator,Weight of byssal threads,Weight of byssal threads,ambiguous,mg,Growth,Individual level,4.37,4.368421,0.09,30,3.23,3.2280702,0.06,30,7,3,-0.303,0.0008,,,,,,
96,in,2019,,"Kong H, Clements JC, Dupont S, Wang T, Huang X, Shang Y, Huang W, Chen J, Hu M, Wang Y",Marine Pollution Bulletin,Mollusca,Mytilidae,Mytilus coruscus,Subtropical,Subtropical,benthic,JUVENILE/ADULT,YES,LARVAL,YES,YES,TpH,345,NA,16,NBS,8.10,NA,0.03,1125,NA,24,7.71,NA,0.03,23.0,NA,0.2,28.1,NA,0.2,780,5.1,No predator,Weight of byssal threads,Weight of byssal threads,ambiguous,mg,Growth,Individual level,4.37,4.368421,0.09,30,3.23,3.2280702,0.04,30,7,3,-0.303,0.0006,,,,,,
96,in,2019,,"Kong H, Clements JC, Dupont S, Wang T, Huang X, Shang Y, Huang W, Chen J, Hu M, Wang Y",Marine Pollution Bulletin,Mollusca,Mytilidae,Mytilus edulis,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,NO,pH,352,NA,15,NBS,8.10,NA,0.03,1113,NA,17,7.70,NA,0.01,22.9,NA,0.2,23.0,NA,0.3,761,0.1,No predator,force of total byssal threads,force of total byssal threads,positive,N,Biomechanics,Individual level,4.23,4.227504,0.12,30,3.21,3.2088285,0.09,30,7,3,-0.276,0.0015,,,,,,
96,in,2019,,"Kong H, Clements JC, Dupont S, Wang T, Huang X, Shang Y, Huang W, Chen J, Hu M, Wang Y",Marine Pollution Bulletin,Mollusca,Mytilidae,Mytilus edulis,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,NO,YES,T,352,NA,15,NBS,8.10,NA,0.03,341,NA,16,8.11,NA,0.01,22.9,NA,0.2,27.9,NA,0.2,-11,5.0,No predator,force of total byssal threads,force of total byssal threads,positive,N,Biomechanics,Individual level,4.23,4.227504,0.12,30,3.21,3.2088285,0.09,30,7,3,-0.276,0.0016,,,,,,
96,in,2019,,"Kong H, Clements JC, Dupont S, Wang T, Huang X, Shang Y, Huang W, Chen J, Hu M, Wang Y",Marine Pollution Bulletin,Mollusca,Mytilidae,Mytilus edulis,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,YES,TpH,352,NA,15,NBS,8.10,NA,0.03,1136,NA,17,7.70,NA,0.02,22.9,NA,0.2,28.0,NA,0.2,784,5.1,No predator,Byssal threads,Byssal threads,ambiguous,number,Development,Individual level,10.46,10.463122,0.24,30,7.99,7.9931389,0.14,30,7,3,-0.269,0.0009,,,,,,
96,in,2019,,"Kong H, Clements JC, Dupont S, Wang T, Huang X, Shang Y, Huang W, Chen J, Hu M, Wang Y",Marine Pollution Bulletin,Mollusca,Mytilidae,Mytilus coruscus,Subtropical,Subtropical,benthic,JUVENILE/ADULT,YES,LARVAL,NO,YES,T,345,NA,16,NBS,8.10,NA,0.03,342,NA,13,8.10,NA,0.01,23.0,NA,0.2,27.8,NA,0.2,-3,4.8,No predator,Weight of byssal threads,Weight of byssal threads,ambiguous,mg,Growth,Individual level,4.37,4.368421,0.09,30,3.35,3.3508772,0.06,30,7,3,-0.265,0.0007,,,,,,
96,in,2019,,"Kong H, Clements JC, Dupont S, Wang T, Huang X, Shang Y, Huang W, Chen J, Hu M, Wang Y",Marine Pollution Bulletin,Mollusca,Mytilidae,Mytilus edulis,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,NO,pH,352,NA,15,NBS,8.10,NA,0.03,1113,NA,17,7.70,NA,0.01,22.9,NA,0.2,23.0,NA,0.3,761,0.1,No predator,Weight of byssal threads,Weight of byssal threads,ambiguous,mg,Growth,Individual level,1.47,1.473684,0.03,30,1.14,1.1403509,0.02,30,7,3,-0.256,0.0007,,,,,,
96,in,2019,,"Kong H, Clements JC, Dupont S, Wang T, Huang X, Shang Y, Huang W, Chen J, Hu M, Wang Y",Marine Pollution Bulletin,Mollusca,Mytilidae,Mytilus edulis,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,NO,YES,T,352,NA,15,NBS,8.10,NA,0.03,341,NA,16,8.11,NA,0.01,22.9,NA,0.2,27.9,NA,0.2,-11,5.0,No predator,Weight of byssal threads,Weight of byssal threads,ambiguous,mg,Growth,Individual level,1.47,1.473684,0.03,30,1.16,1.1578947,0.02,30,7,3,-0.241,0.0007,,,,,,
96,in,2019,,"Kong H, Clements JC, Dupont S, Wang T, Huang X, Shang Y, Huang W, Chen J, Hu M, Wang Y",Marine Pollution Bulletin,Mollusca,Mytilidae,Mytilus coruscus,Subtropical,Subtropical,benthic,JUVENILE/ADULT,YES,LARVAL,YES,YES,TpH,345,NA,16,NBS,8.10,NA,0.03,1125,NA,24,7.71,NA,0.03,23.0,NA,0.2,28.1,NA,0.2,780,5.1,No predator,Byssal threads,Byssal threads,ambiguous,number,Development,Individual level,10.87,10.874786,0.21,30,8.68,8.6792453,0.18,30,7,3,-0.226,0.0008,,,,,,
96,in,2019,,"Kong H, Clements JC, Dupont S, Wang T, Huang X, Shang Y, Huang W, Chen J, Hu M, Wang Y",Marine Pollution Bulletin,Mollusca,Mytilidae,Mytilus coruscus,Subtropical,Subtropical,benthic,JUVENILE/ADULT,YES,LARVAL,YES,YES,TpH,345,NA,16,NBS,8.10,NA,0.03,1125,NA,24,7.71,NA,0.03,23.0,NA,0.2,28.1,NA,0.2,780,5.1,No predator,Clustering ,Clustering ,ambiguous,%,Behavior,Population level,85.52,85.522388,1.03,3,70.97,70.9701493,1.16,3,7,3,-0.187,0.0004,,,,,,
96,in,2019,,"Kong H, Clements JC, Dupont S, Wang T, Huang X, Shang Y, Huang W, Chen J, Hu M, Wang Y",Marine Pollution Bulletin,Mollusca,Mytilidae,Mytilus coruscus,Subtropical,Subtropical,benthic,JUVENILE/ADULT,YES,LARVAL,NO,YES,T,345,NA,16,NBS,8.10,NA,0.03,342,NA,13,8.10,NA,0.01,23.0,NA,0.2,27.8,NA,0.2,-3,4.8,No predator,force of total byssal threads,force of total byssal threads,positive,N,Biomechanics,Individual level,4.43,4.431239,0.11,30,3.68,3.6842105,0.11,30,7,3,-0.185,0.0014,,,,,,
96,in,2019,,"Kong H, Clements JC, Dupont S, Wang T, Huang X, Shang Y, Huang W, Chen J, Hu M, Wang Y",Marine Pollution Bulletin,Mollusca,Mytilidae,Mytilus edulis,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,YES,TpH,352,NA,15,NBS,8.10,NA,0.03,1136,NA,17,7.70,NA,0.02,22.9,NA,0.2,28.0,NA,0.2,784,5.1,No predator,Clustering ,Clustering ,ambiguous,%,Behavior,Population level,83.28,83.283582,1.94,3,69.63,69.6268657,1.68,3,7,3,-0.179,0.0011,,,,,,
96,in,2019,,"Kong H, Clements JC, Dupont S, Wang T, Huang X, Shang Y, Huang W, Chen J, Hu M, Wang Y",Marine Pollution Bulletin,Mollusca,Mytilidae,Mytilus coruscus,Subtropical,Subtropical,benthic,JUVENILE/ADULT,YES,LARVAL,YES,NO,pH,345,NA,16,NBS,8.10,NA,0.03,1108,NA,19,7.72,NA,0.01,23.0,NA,0.2,23.0,NA,0.3,763,0.0,No predator,force of total byssal threads,force of total byssal threads,positive,N,Biomechanics,Individual level,4.43,4.431239,0.11,30,3.77,3.7691002,0.10,30,7,3,-0.162,0.0013,,,,,,
96,in,2019,,"Kong H, Clements JC, Dupont S, Wang T, Huang X, Shang Y, Huang W, Chen J, Hu M, Wang Y",Marine Pollution Bulletin,Mollusca,Mytilidae,Mytilus coruscus,Subtropical,Subtropical,benthic,JUVENILE/ADULT,YES,LARVAL,YES,NO,pH,345,NA,16,NBS,8.10,NA,0.03,1108,NA,19,7.72,NA,0.01,23.0,NA,0.2,23.0,NA,0.3,763,0.0,No predator,Byssal threads,Byssal threads,ambiguous,number,Development,Individual level,10.87,10.874786,0.21,30,9.26,9.2624357,0.18,30,7,3,-0.160,0.0007,,,,,,
96,in,2019,,"Kong H, Clements JC, Dupont S, Wang T, Huang X, Shang Y, Huang W, Chen J, Hu M, Wang Y",Marine Pollution Bulletin,Mollusca,Mytilidae,Mytilus edulis,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,NO,YES,T,352,NA,15,NBS,8.10,NA,0.03,341,NA,16,8.11,NA,0.01,22.9,NA,0.2,27.9,NA,0.2,-11,5.0,No predator,Byssal threads,Byssal threads,ambiguous,number,Development,Individual level,10.46,10.463122,0.24,30,9.30,9.2967410,0.19,30,7,3,-0.118,0.0010,,,,,,
96,in,2019,,"Kong H, Clements JC, Dupont S, Wang T, Huang X, Shang Y, Huang W, Chen J, Hu M, Wang Y",Marine Pollution Bulletin,Mollusca,Mytilidae,Mytilus coruscus,Subtropical,Subtropical,benthic,JUVENILE/ADULT,YES,LARVAL,NO,YES,T,345,NA,16,NBS,8.10,NA,0.03,342,NA,13,8.10,NA,0.01,23.0,NA,0.2,27.8,NA,0.2,-3,4.8,No predator,Byssal threads,Byssal threads,ambiguous,number,Development,Individual level,10.87,10.874786,0.21,30,9.71,9.7084048,0.20,30,7,3,-0.113,0.0008,,,,,,
96,in,2019,,"Kong H, Clements JC, Dupont S, Wang T, Huang X, Shang Y, Huang W, Chen J, Hu M, Wang Y",Marine Pollution Bulletin,Mollusca,Mytilidae,Mytilus coruscus,Subtropical,Subtropical,benthic,JUVENILE/ADULT,YES,LARVAL,YES,NO,pH,345,NA,16,NBS,8.10,NA,0.03,1108,NA,19,7.72,NA,0.01,23.0,NA,0.2,23.0,NA,0.3,763,0.0,No predator,Clustering ,Clustering ,ambiguous,%,Behavior,Population level,85.52,85.522388,1.03,3,76.57,76.5671642,1.81,3,7,3,-0.111,0.0007,,,,,,
96,in,2019,,"Kong H, Clements JC, Dupont S, Wang T, Huang X, Shang Y, Huang W, Chen J, Hu M, Wang Y",Marine Pollution Bulletin,Mollusca,Mytilidae,Mytilus edulis,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,NO,pH,352,NA,15,NBS,8.10,NA,0.03,1113,NA,17,7.70,NA,0.01,22.9,NA,0.2,23.0,NA,0.3,761,0.1,No predator,Clustering ,Clustering ,ambiguous,%,Behavior,Population level,83.28,83.283582,1.94,3,75.22,75.2238806,1.03,3,7,3,-0.102,0.0007,,,,,,
96,in,2019,,"Kong H, Clements JC, Dupont S, Wang T, Huang X, Shang Y, Huang W, Chen J, Hu M, Wang Y",Marine Pollution Bulletin,Mollusca,Mytilidae,Mytilus edulis,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,NO,pH,352,NA,15,NBS,8.10,NA,0.03,1113,NA,17,7.70,NA,0.01,22.9,NA,0.2,23.0,NA,0.3,761,0.1,No predator,Byssal threads,Byssal threads,ambiguous,number,Development,Individual level,10.46,10.463122,0.24,30,9.54,9.5368782,0.17,30,7,3,-0.093,0.0009,,,,,,
96,in,2019,,"Kong H, Clements JC, Dupont S, Wang T, Huang X, Shang Y, Huang W, Chen J, Hu M, Wang Y",Marine Pollution Bulletin,Mollusca,Mytilidae,Mytilus coruscus,Subtropical,Subtropical,benthic,JUVENILE/ADULT,YES,LARVAL,NO,YES,T,345,NA,16,NBS,8.10,NA,0.03,342,NA,13,8.10,NA,0.01,23.0,NA,0.2,27.8,NA,0.2,-3,4.8,No predator,Clustering ,Clustering ,ambiguous,%,Behavior,Population level,85.52,85.522388,1.03,3,78.81,78.8059701,1.03,3,7,3,-0.082,0.0003,,,,,,
96,in,2019,,"Kong H, Clements JC, Dupont S, Wang T, Huang X, Shang Y, Huang W, Chen J, Hu M, Wang Y",Marine Pollution Bulletin,Mollusca,Mytilidae,Mytilus edulis,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,NO,YES,T,352,NA,15,NBS,8.10,NA,0.03,341,NA,16,8.11,NA,0.01,22.9,NA,0.2,27.9,NA,0.2,-11,5.0,No predator,Clustering ,Clustering ,ambiguous,%,Behavior,Population level,83.28,83.283582,1.94,3,77.91,77.9104478,1.03,3,7,3,-0.067,0.0007,,,,,,
